0,0,0,0,0
27874,25.3,-72.9,Unspecified,Ocean
27875,26.3,-73.7,Unspecified,Ocean
27876,26.9,-74.3,Unspecified,Ocean
27877,27.3,-74.7,Unspecified,Ocean
27878,28.1,-75.3,Unspecified,Ocean
27879,28.6,-75.6,Unspecified,Ocean
27880,28.8,-75.4,Unspecified,Ocean
27881,29.0,-75.3,Unspecified,Ocean
27882,29.0,-75.3,Unspecified,Ocean
27883,28.6,-75.4,Unspecified,Ocean
27884,28.0,-75.4,Unspecified,Ocean
27885,27.5,-75.8,Unspecified,Ocean
27886,26.9,-76.3,Unspecified,Ocean
27887,26.2,-76.5,Unspecified,Ocean
27888,25.8,-76.7,Unspecified,Ocean
27889,25.6,-76.9,Unspecified,North Eleuthera
27890,25.3,-77.2,Unspecified,Ocean
27891,25.3,-77.9,Unspecified,Berry Islands
27892,25.2,-78.5,Unspecified,Ocean
27893,25.1,-79.5,Unspecified,Ocean
27894,25.1,-80.7,Miami-Dade County,Florida
27895,25.3,-82.2,Unspecified,Ocean
27896,25.5,-83.6,Unspecified,Ocean
27897,25.9,-85.3,Unspecified,Ocean
27898,26.4,-86.9,Unspecified,Ocean
27899,27.3,-88.1,Unspecified,Ocean
27900,28.3,-89.2,Unspecified,Ocean
27901,29.6,-90.7,Terrebonne Parish,Louisiana
27902,30.8,-91.8,St. Landry Parish,Louisiana
27903,32.3,-92.0,Richland Parish,Louisiana
27904,33.0,-92.0,Morehouse Parish,Louisiana
27905,34.0,-91.5,Lincoln County,Arkansas
27906,34.6,-91.0,Phillips County,Arkansas
27907,35.5,-90.2,Mississippi County,Arkansas
27908,36.3,-88.4,Henry County,Tennessee
27909,37.0,-87.5,Christian County,Kentucky
27910,38.0,-86.5,Breckinridge County,Kentucky
27911,39.0,-85.0,Dearborn County,Indiana
27912,39.0,-83.0,Pike County,Ohio
27914,13.3,-20.1,Unspecified,Ocean
27915,13.0,-22.0,Unspecified,Ocean
27916,12.7,-23.8,Unspecified,Ocean
27917,12.5,-25.6,Unspecified,Ocean
27918,12.3,-27.4,Unspecified,Ocean
27919,12.3,-29.2,Unspecified,Ocean
27920,12.4,-30.7,Unspecified,Ocean
27921,12.6,-31.9,Unspecified,Ocean
27922,12.9,-33.1,Unspecified,Ocean
27923,13.2,-34.3,Unspecified,Ocean
27924,13.5,-35.6,Unspecified,Ocean
27925,14.0,-36.8,Unspecified,Ocean
27926,14.8,-37.9,Unspecified,Ocean
27927,15.5,-38.7,Unspecified,Ocean
27928,16.3,-39.2,Unspecified,Ocean
27929,17.0,-39.6,Unspecified,Ocean
27930,17.9,-40.0,Unspecified,Ocean
27931,18.9,-40.3,Unspecified,Ocean
27932,19.7,-40.6,Unspecified,Ocean
27933,20.4,-40.8,Unspecified,Ocean
27934,21.5,-40.9,Unspecified,Ocean
27935,23.0,-41.0,Unspecified,Ocean
27936,24.9,-41.1,Unspecified,Ocean
27937,26.8,-41.2,Unspecified,Ocean
27938,28.8,-41.4,Unspecified,Ocean
27939,30.8,-41.8,Unspecified,Ocean
27940,32.4,-42.2,Unspecified,Ocean
27941,33.3,-42.6,Unspecified,Ocean
27942,33.9,-42.9,Unspecified,Ocean
27943,34.4,-43.0,Unspecified,Ocean
27944,34.8,-43.0,Unspecified,Ocean
27945,35.1,-42.9,Unspecified,Ocean
27946,35.2,-42.6,Unspecified,Ocean
27947,35.2,-42.3,Unspecified,Ocean
27948,35.1,-42.0,Unspecified,Ocean
27949,34.9,-41.7,Unspecified,Ocean
27950,34.4,-41.4,Unspecified,Ocean
27951,34.0,-41.1,Unspecified,Ocean
27952,33.8,-41.0,Unspecified,Ocean
27953,33.5,-41.0,Unspecified,Ocean
27954,33.3,-41.0,Unspecified,Ocean
27955,33.0,-41.0,Unspecified,Ocean
27956,32.7,-41.2,Unspecified,Ocean
27957,32.6,-41.5,Unspecified,Ocean
27958,32.8,-41.8,Unspecified,Ocean
27959,33.1,-41.9,Unspecified,Ocean
27960,33.4,-41.9,Unspecified,Ocean
27961,33.7,-41.8,Unspecified,Ocean
27962,34.0,-41.8,Unspecified,Ocean
27963,34.6,-41.7,Unspecified,Ocean
27964,35.6,-40.9,Unspecified,Ocean
27965,36.6,-39.3,Unspecified,Ocean
27966,37.6,-37.6,Unspecified,Ocean
27967,38.7,-35.4,Unspecified,Ocean
27968,40.1,-32.9,Unspecified,Ocean
27969,41.5,-30.2,Unspecified,Ocean
27970,42.7,-27.4,Unspecified,Ocean
27971,42.8,-24.7,Unspecified,Ocean
27972,41.8,-22.0,Unspecified,Ocean
27973,40.7,-19.7,Unspecified,Ocean
27974,39.8,-17.8,Unspecified,Ocean
27975,38.8,-16.0,Unspecified,Ocean
27976,37.6,-14.2,Unspecified,Ocean
27978,17.5,-84.7,Unspecified,Ocean
27979,18.1,-85.0,Unspecified,Ocean
27980,18.6,-85.4,Unspecified,Ocean
27981,19.1,-85.7,Unspecified,Ocean
27982,19.6,-86.1,Unspecified,Ocean
27983,20.1,-86.5,Unspecified,Ocean
27984,20.5,-86.9,Cozumel,Quintana Roo
27985,21.0,-87.3,Unspecified,Quintana Roo
27986,21.5,-87.7,Unspecified,Yucatán
27987,22.0,-88.3,Unspecified,Ocean
27988,22.5,-88.9,Unspecified,Ocean
27989,23.0,-89.5,Unspecified,Ocean
27990,23.5,-90.1,Unspecified,Ocean
27991,24.1,-90.3,Unspecified,Ocean
27992,24.8,-90.4,Unspecified,Ocean
27993,25.7,-90.0,Unspecified,Ocean
27994,26.5,-89.7,Unspecified,Ocean
27995,27.4,-89.2,Unspecified,Ocean
27996,28.3,-88.7,Unspecified,Ocean
27997,28.6,-88.6,Unspecified,Ocean
27998,29.0,-88.5,Unspecified,Ocean
27999,29.5,-88.7,Unspecified,Ocean
28000,30.0,-88.9,Unspecified,Ocean
28002,15.6,-45.5,Unspecified,Ocean
28003,18.0,-47.0,Unspecified,Ocean
28004,19.1,-48.6,Unspecified,Ocean
28005,19.8,-50.4,Unspecified,Ocean
28006,20.5,-52.0,Unspecified,Ocean
28007,21.2,-53.1,Unspecified,Ocean
28008,22.0,-54.1,Unspecified,Ocean
28009,23.1,-55.1,Unspecified,Ocean
28010,24.0,-56.0,Unspecified,Ocean
28011,24.5,-56.8,Unspecified,Ocean
28012,24.9,-57.4,Unspecified,Ocean
28013,25.4,-58.0,Unspecified,Ocean
28014,25.9,-58.5,Unspecified,Ocean
28015,26.3,-58.9,Unspecified,Ocean
28016,26.7,-59.2,Unspecified,Ocean
28017,27.3,-59.7,Unspecified,Ocean
28018,28.0,-60.3,Unspecified,Ocean
28019,28.8,-60.2,Unspecified,Ocean
28020,30.0,-59.4,Unspecified,Ocean
28021,31.5,-58.3,Unspecified,Ocean
28022,33.0,-56.3,Unspecified,Ocean
28023,34.4,-53.4,Unspecified,Ocean
28024,35.8,-50.0,Unspecified,Ocean
28025,37.3,-46.4,Unspecified,Ocean
28026,39.0,-42.5,Unspecified,Ocean
28027,41.0,-37.9,Unspecified,Ocean
28028,43.5,-32.5,Unspecified,Ocean
28030,12.7,-84.0,Unspecified,Autonomous Region of the Southern Atlantic
28031,13.3,-84.3,Unspecified,Región Autónoma del Atlántico Norte
28032,14.0,-84.5,Unspecified,Región Autónoma del Atlántico Norte
28033,14.8,-84.7,Unspecified,Gracias a Dios
28034,15.5,-84.8,Unspecified,Gracias a Dios
28035,16.3,-84.8,Unspecified,Ocean
28036,16.9,-84.8,Unspecified,Ocean
28037,17.3,-84.7,Unspecified,Ocean
28038,17.7,-84.4,Unspecified,Ocean
28039,18.1,-84.2,Unspecified,Ocean
28040,18.5,-84.1,Unspecified,Ocean
28041,18.9,-84.0,Unspecified,Ocean
28042,19.2,-83.9,Unspecified,Ocean
28043,19.4,-83.8,Unspecified,Ocean
28044,19.7,-83.7,Unspecified,Ocean
28045,20.1,-83.5,Unspecified,Ocean
28046,21.2,-83.0,Unspecified,Ocean
28047,22.7,-82.5,Güira de Melena,Artemisa
28048,24.2,-82.4,Unspecified,Ocean
28049,25.7,-82.6,Unspecified,Ocean
28050,27.3,-83.3,Unspecified,Ocean
28051,28.8,-84.4,Unspecified,Ocean
28052,29.7,-84.6,Franklin County,Florida
28053,30.3,-84.1,Leon County,Florida
28054,31.0,-83.0,Lanier County,Georgia
28055,31.7,-81.9,Wayne County,Georgia
28056,32.1,-80.8,Beaufort County,South Carolina
28057,32.5,-79.6,Unspecified,Ocean
28058,33.1,-78.2,Unspecified,Ocean
28059,33.7,-76.7,Unspecified,Ocean
28060,33.7,-75.4,Unspecified,Ocean
28061,33.7,-74.2,Unspecified,Ocean
28062,34.3,-73.5,Unspecified,Ocean
28063,34.9,-73.3,Unspecified,Ocean
28064,35.6,-73.3,Unspecified,Ocean
28065,36.3,-73.3,Unspecified,Ocean
28066,37.0,-73.5,Unspecified,Ocean
28067,37.6,-73.5,Unspecified,Ocean
28068,38.2,-72.9,Unspecified,Ocean
28069,39.2,-72.1,Unspecified,Ocean
28070,40.6,-71.3,Unspecified,Ocean
28071,42.0,-70.5,Plymouth County,Massachusetts
28073,32.4,-57.8,Unspecified,Ocean
28074,34.1,-56.5,Unspecified,Ocean
28075,35.8,-55.3,Unspecified,Ocean
28076,37.6,-54.4,Unspecified,Ocean
28077,39.5,-53.8,Unspecified,Ocean
28078,41.4,-54.3,Unspecified,Ocean
28079,43.1,-55.0,Unspecified,Ocean
28080,44.7,-56.8,Division No. 3,Newfoundland and Labrador
28081,45.5,-58.5,Guysborough County,Nova Scotia
28083,19.1,-59.5,Unspecified,Ocean
28084,20.3,-60.6,Unspecified,Ocean
28085,21.3,-61.8,Unspecified,Ocean
28086,22.1,-63.0,Unspecified,Ocean
28087,22.6,-64.2,Unspecified,Ocean
28088,22.7,-65.8,Unspecified,Ocean
28089,22.7,-67.4,Unspecified,Ocean
28090,22.9,-68.6,Unspecified,Ocean
28091,23.0,-69.4,Unspecified,Ocean
28092,23.1,-69.8,Unspecified,Ocean
28093,23.2,-70.3,Unspecified,Ocean
28094,23.3,-70.9,Unspecified,Ocean
28095,23.3,-71.6,Unspecified,Ocean
28096,23.4,-72.3,Unspecified,Ocean
28097,23.6,-73.0,Unspecified,Ocean
28098,23.7,-73.7,Unspecified,Ocean
28099,23.7,-74.4,Unspecified,Ocean
28100,23.8,-75.1,Unspecified,Ocean
28101,24.0,-75.7,Unspecified,Ocean
28102,24.3,-76.3,Unspecified,Ocean
28103,24.8,-76.9,Unspecified,Ocean
28104,25.5,-77.2,Unspecified,Ocean
28105,26.2,-77.3,Unspecified,South Abaco
28106,26.6,-77.2,Unspecified,Central Abaco
28107,27.0,-76.4,Unspecified,Ocean
28108,27.8,-74.8,Unspecified,Ocean
28109,28.9,-73.2,Unspecified,Ocean
28110,30.3,-71.6,Unspecified,Ocean
28111,31.9,-69.9,Unspecified,Ocean
28112,33.6,-67.9,Unspecified,Ocean
28113,36.1,-65.7,Unspecified,Ocean
28114,39.5,-63.2,Unspecified,Ocean
28115,42.9,-62.0,Lunenburg County,Nova Scotia
28116,46.3,-59.9,Cape Breton Regional Municipality,Nova Scotia
28117,49.8,-57.7,Division No. 9,Newfoundland and Labrador
28118,52.0,-57.0,Division No. 10,Newfoundland and Labrador
28120,10.0,-35.0,Unspecified,Ocean
28121,10.8,-36.8,Unspecified,Ocean
28122,11.7,-38.7,Unspecified,Ocean
28123,12.5,-40.7,Unspecified,Ocean
28124,13.4,-42.7,Unspecified,Ocean
28125,14.2,-44.6,Unspecified,Ocean
28126,15.0,-46.5,Unspecified,Ocean
28127,15.7,-48.6,Unspecified,Ocean
28128,16.3,-50.6,Unspecified,Ocean
28129,16.8,-52.2,Unspecified,Ocean
28130,17.2,-53.5,Unspecified,Ocean
28131,17.5,-54.6,Unspecified,Ocean
28132,17.8,-55.8,Unspecified,Ocean
28133,18.1,-57.0,Unspecified,Ocean
28134,18.4,-58.2,Unspecified,Ocean
28135,18.8,-59.3,Unspecified,Ocean
28136,19.3,-60.3,Unspecified,Ocean
28137,19.8,-61.1,Unspecified,Ocean
28138,20.2,-61.9,Unspecified,Ocean
28139,20.8,-62.6,Unspecified,Ocean
28140,21.4,-63.4,Unspecified,Ocean
28141,21.9,-64.2,Unspecified,Ocean
28142,22.5,-65.1,Unspecified,Ocean
28143,23.1,-66.2,Unspecified,Ocean
28144,23.7,-67.3,Unspecified,Ocean
28145,24.3,-68.4,Unspecified,Ocean
28147,31.0,-41.0,Unspecified,Ocean
28148,31.5,-41.5,Unspecified,Ocean
28149,31.7,-41.7,Unspecified,Ocean
28150,31.8,-41.9,Unspecified,Ocean
28151,32.0,-42.0,Unspecified,Ocean
28152,32.2,-42.0,Unspecified,Ocean
28153,32.4,-42.1,Unspecified,Ocean
28154,32.7,-42.2,Unspecified,Ocean
28155,33.0,-42.1,Unspecified,Ocean
28156,33.3,-41.8,Unspecified,Ocean
28157,33.8,-41.1,Unspecified,Ocean
28158,34.5,-40.5,Unspecified,Ocean
28159,35.3,-40.5,Unspecified,Ocean
28160,35.9,-40.8,Unspecified,Ocean
28161,36.1,-41.4,Unspecified,Ocean
28162,36.2,-41.9,Unspecified,Ocean
28163,36.4,-42.2,Unspecified,Ocean
28164,36.6,-42.2,Unspecified,Ocean
28165,37.4,-41.9,Unspecified,Ocean
28166,38.3,-41.4,Unspecified,Ocean
28167,38.7,-40.8,Unspecified,Ocean
28168,39.2,-40.1,Unspecified,Ocean
28169,40.1,-39.2,Unspecified,Ocean
28170,40.9,-38.5,Unspecified,Ocean
28171,41.6,-38.2,Unspecified,Ocean
28172,42.4,-38.0,Unspecified,Ocean
28173,43.1,-37.7,Unspecified,Ocean
28174,43.9,-37.4,Unspecified,Ocean
28175,44.6,-37.4,Unspecified,Ocean
28176,45.3,-37.4,Unspecified,Ocean
28177,46.0,-37.3,Unspecified,Ocean
28178,46.8,-37.1,Unspecified,Ocean
28179,47.7,-36.4,Unspecified,Ocean
28180,49.0,-36.0,Unspecified,Ocean
28181,50.5,-36.5,Unspecified,Ocean
28182,52.0,-37.0,Unspecified,Ocean
28183,53.5,-38.5,Unspecified,Ocean
28185,12.9,-20.5,Unspecified,Ocean
28186,13.3,-22.3,Unspecified,Ocean
28187,13.7,-24.2,Unspecified,Ocean
28188,14.0,-26.1,Unspecified,Ocean
28189,14.3,-28.0,Unspecified,Ocean
28190,14.6,-29.9,Unspecified,Ocean
28191,14.9,-31.9,Unspecified,Ocean
28192,15.0,-33.9,Unspecified,Ocean
28193,15.1,-35.8,Unspecified,Ocean
28194,15.2,-37.8,Unspecified,Ocean
28195,15.2,-39.8,Unspecified,Ocean
28196,15.3,-41.8,Unspecified,Ocean
28197,15.3,-43.8,Unspecified,Ocean
28198,15.3,-45.7,Unspecified,Ocean
28199,15.3,-47.7,Unspecified,Ocean
28200,15.6,-49.8,Unspecified,Ocean
28201,16.0,-52.0,Unspecified,Ocean
28202,16.3,-54.1,Unspecified,Ocean
28203,16.6,-56.2,Unspecified,Ocean
28204,16.9,-57.9,Unspecified,Ocean
28205,17.3,-59.4,Unspecified,Ocean
28206,17.7,-60.8,Unspecified,Ocean
28207,18.3,-62.2,Unspecified,Ocean
28208,19.0,-63.7,Unspecified,Ocean
28209,19.7,-65.1,Unspecified,Ocean
28210,20.4,-66.3,Unspecified,Ocean
28211,21.0,-67.5,Unspecified,Ocean
28212,21.6,-68.7,Unspecified,Ocean
28213,22.1,-69.8,Unspecified,Ocean
28214,22.7,-70.5,Unspecified,Ocean
28215,23.3,-70.7,Unspecified,Ocean
28216,23.7,-70.9,Unspecified,Ocean
28217,24.0,-71.0,Unspecified,Ocean
28218,24.4,-71.1,Unspecified,Ocean
28219,24.9,-71.3,Unspecified,Ocean
28220,25.3,-71.5,Unspecified,Ocean
28221,25.8,-71.8,Unspecified,Ocean
28222,26.3,-72.1,Unspecified,Ocean
28223,26.9,-72.4,Unspecified,Ocean
28224,27.4,-72.7,Unspecified,Ocean
28225,28.0,-73.0,Unspecified,Ocean
28226,28.5,-73.3,Unspecified,Ocean
28227,29.3,-73.6,Unspecified,Ocean
28228,30.5,-73.3,Unspecified,Ocean
28229,31.7,-72.4,Unspecified,Ocean
28230,32.9,-71.4,Unspecified,Ocean
28231,34.0,-70.3,Unspecified,Ocean
28232,35.0,-69.2,Unspecified,Ocean
28233,35.9,-68.0,Unspecified,Ocean
28234,36.6,-66.8,Unspecified,Ocean
28235,37.0,-65.2,Unspecified,Ocean
28236,37.1,-63.0,Unspecified,Ocean
28237,37.1,-60.1,Unspecified,Ocean
28238,37.5,-57.0,Unspecified,Ocean
28239,38.3,-54.0,Unspecified,Ocean
28240,39.7,-51.1,Unspecified,Ocean
28241,41.9,-48.1,Unspecified,Ocean
28242,44.7,-44.9,Unspecified,Ocean
28243,47.5,-41.5,Unspecified,Ocean
28244,50.2,-37.8,Unspecified,Ocean
28245,52.8,-33.8,Unspecified,Ocean
28246,55.2,-29.4,Unspecified,Ocean
28247,57.3,-24.5,Unspecified,Ocean
28248,58.7,-19.4,Unspecified,Ocean
28249,60.4,-12.0,Unspecified,Ocean
28250,61.1,-6.0,Unspecified,Ocean
28251,62.5,-3.0,Unspecified,Ocean
28252,62.6,-2.5,Unspecified,Ocean
28253,62.9,-7.0,Unspecified,Ocean
28255,13.7,-48.4,Unspecified,Ocean
28256,14.3,-49.6,Unspecified,Ocean
28257,14.9,-50.8,Unspecified,Ocean
28258,15.3,-51.5,Unspecified,Ocean
28259,15.9,-52.2,Unspecified,Ocean
28260,16.2,-52.9,Unspecified,Ocean
28261,16.4,-53.7,Unspecified,Ocean
28262,16.7,-54.3,Unspecified,Ocean
28263,17.0,-55.0,Unspecified,Ocean
28264,17.4,-55.8,Unspecified,Ocean
28265,17.8,-56.7,Unspecified,Ocean
28266,18.4,-57.3,Unspecified,Ocean
28267,19.0,-58.0,Unspecified,Ocean
28268,19.8,-59.0,Unspecified,Ocean
28269,20.7,-60.1,Unspecified,Ocean
28270,21.0,-60.9,Unspecified,Ocean
28271,21.3,-61.7,Unspecified,Ocean
28272,21.8,-62.6,Unspecified,Ocean
28273,22.2,-63.7,Unspecified,Ocean
28274,23.0,-65.1,Unspecified,Ocean
28275,23.7,-66.7,Unspecified,Ocean
28276,24.6,-68.2,Unspecified,Ocean
28277,25.6,-69.7,Unspecified,Ocean
28278,26.1,-70.6,Unspecified,Ocean
28279,26.7,-71.5,Unspecified,Ocean
28280,28.0,-71.7,Unspecified,Ocean
28282,21.5,-95.4,Unspecified,Ocean
28283,21.6,-95.4,Unspecified,Ocean
28284,21.5,-95.4,Unspecified,Ocean
28285,21.2,-95.5,Unspecified,Ocean
28286,20.8,-95.8,Unspecified,Ocean
28287,20.4,-96.2,Unspecified,Ocean
28288,20.0,-96.7,Vega de Alatorre,Veracruz
28290,9.9,-35.1,Unspecified,Ocean
28291,10.4,-36.0,Unspecified,Ocean
28292,10.9,-37.1,Unspecified,Ocean
28293,11.3,-38.3,Unspecified,Ocean
28294,11.7,-39.4,Unspecified,Ocean
28295,12.0,-40.6,Unspecified,Ocean
28296,12.3,-41.7,Unspecified,Ocean
28297,12.7,-43.1,Unspecified,Ocean
28298,13.1,-44.3,Unspecified,Ocean
28299,13.4,-45.1,Unspecified,Ocean
28300,13.7,-46.0,Unspecified,Ocean
28301,14.0,-46.9,Unspecified,Ocean
28302,14.4,-47.7,Unspecified,Ocean
28303,14.8,-48.7,Unspecified,Ocean
28304,15.1,-49.7,Unspecified,Ocean
28305,15.4,-50.6,Unspecified,Ocean
28306,15.6,-51.5,Unspecified,Ocean
28307,15.6,-52.5,Unspecified,Ocean
28308,15.6,-53.6,Unspecified,Ocean
28309,15.7,-54.8,Unspecified,Ocean
28310,15.8,-56.0,Unspecified,Ocean
28311,15.8,-57.0,Unspecified,Ocean
28312,15.9,-58.0,Unspecified,Ocean
28313,16.0,-59.2,Unspecified,Ocean
28314,16.1,-60.4,Unspecified,Ocean
28315,16.2,-61.7,Unspecified,Basse-Terre
28316,16.3,-63.0,Unspecified,Ocean
28317,16.5,-64.3,Unspecified,Ocean
28318,16.8,-65.7,Unspecified,Ocean
28319,17.0,-67.1,Unspecified,Ocean
28320,17.1,-68.5,Unspecified,Ocean
28321,17.3,-69.7,Unspecified,Ocean
28322,17.5,-70.9,Unspecified,Ocean
28323,18.1,-72.3,Unspecified,Sidès
28324,18.8,-73.6,Unspecified,Ocean
28325,19.3,-74.5,Unspecified,Ocean
28326,19.8,-75.4,Unspecified,Guantánamo
28327,20.2,-76.3,Tercer Frente,Santiago de Cuba
28328,20.5,-77.1,Manzanillo,Granma
28329,20.8,-78.1,Santa Cruz del Sur,Camagüey
28330,21.2,-79.1,Unspecified,Ocean
28331,21.9,-79.8,Trinidad,Sancti Spíritus
28332,22.6,-80.1,Cifuentes,Villa Clara
28333,23.0,-80.1,Sagua la Grande,Villa Clara
28334,23.3,-79.9,Unspecified,Ocean
28335,24.0,-79.5,Unspecified,Ocean
28336,24.6,-79.1,Unspecified,Ocean
28337,24.9,-78.8,Unspecified,Ocean
28338,25.2,-78.5,Unspecified,Ocean
28339,25.4,-78.3,Unspecified,Ocean
28340,25.6,-78.4,Unspecified,Ocean
28341,25.5,-79.0,Unspecified,Ocean
28342,25.3,-79.7,Unspecified,Ocean
28343,25.0,-80.5,Monroe County,Florida
28344,24.7,-81.3,Monroe County,Florida
28345,24.6,-82.2,Unspecified,Ocean
28346,24.5,-83.0,Unspecified,Ocean
28347,24.3,-83.6,Unspecified,Ocean
28348,24.0,-84.3,Unspecified,Ocean
28349,23.7,-85.0,Unspecified,Ocean
28350,23.3,-85.6,Unspecified,Ocean
28351,22.8,-86.3,Unspecified,Ocean
28352,22.3,-87.2,Unspecified,Ocean
28353,22.1,-88.1,Unspecified,Ocean
28354,21.9,-89.0,Unspecified,Ocean
28355,21.7,-90.0,Unspecified,Ocean
28356,21.5,-91.0,Unspecified,Ocean
28357,21.5,-92.1,Unspecified,Ocean
28358,21.8,-93.1,Unspecified,Ocean
28359,22.1,-93.9,Unspecified,Ocean
28360,22.3,-94.6,Unspecified,Ocean
28361,22.6,-95.2,Unspecified,Ocean
28362,22.8,-95.7,Unspecified,Ocean
28363,23.0,-96.0,Unspecified,Ocean
28364,23.0,-96.4,Unspecified,Ocean
28365,23.0,-97.1,Unspecified,Ocean
28366,22.8,-97.8,Unspecified,Tamaulipas
28367,22.4,-98.5,Pánuco,Veracruz
28368,22.1,-99.2,Ciudad Valles,San Luis Potosí
28369,21.8,-99.9,Rioverde,San Luis Potosí
28370,21.5,-00.6,Tombouctou,Tombouctou
28372,10.8,-43.2,Unspecified,Ocean
28373,11.0,-44.5,Unspecified,Ocean
28374,11.2,-45.8,Unspecified,Ocean
28375,11.4,-47.1,Unspecified,Ocean
28376,11.6,-48.4,Unspecified,Ocean
28377,11.9,-49.8,Unspecified,Ocean
28378,12.2,-51.2,Unspecified,Ocean
28379,12.5,-52.7,Unspecified,Ocean
28380,12.8,-54.2,Unspecified,Ocean
28381,13.1,-56.1,Unspecified,Ocean
28382,13.4,-58.0,Unspecified,Ocean
28383,13.6,-59.7,Unspecified,Ocean
28384,13.8,-61.2,Unspecified,Choiseul
28385,13.8,-62.4,Unspecified,Ocean
28386,13.8,-63.4,Unspecified,Ocean
28388,26.5,-50.0,Unspecified,Ocean
28389,26.5,-52.2,Unspecified,Ocean
28390,26.2,-54.0,Unspecified,Ocean
28391,25.6,-55.4,Unspecified,Ocean
28392,25.0,-56.0,Unspecified,Ocean
28393,24.8,-55.7,Unspecified,Ocean
28394,24.5,-55.2,Unspecified,Ocean
28395,24.3,-54.6,Unspecified,Ocean
28396,24.0,-54.0,Unspecified,Ocean
28397,23.9,-53.5,Unspecified,Ocean
28398,23.9,-53.0,Unspecified,Ocean
28399,23.8,-52.6,Unspecified,Ocean
28400,23.7,-52.3,Unspecified,Ocean
28401,24.0,-51.4,Unspecified,Ocean
28402,24.8,-49.8,Unspecified,Ocean
28403,25.8,-47.7,Unspecified,Ocean
28404,27.4,-45.6,Unspecified,Ocean
28405,30.1,-43.4,Unspecified,Ocean
28406,32.6,-41.3,Unspecified,Ocean
28407,34.2,-39.8,Unspecified,Ocean
28408,35.8,-38.4,Unspecified,Ocean
28409,37.3,-36.8,Unspecified,Ocean
28410,38.8,-35.2,Unspecified,Ocean
28411,40.0,-33.7,Unspecified,Ocean
28412,41.2,-32.2,Unspecified,Ocean
28413,42.6,-30.5,Unspecified,Ocean
28414,43.9,-28.8,Unspecified,Ocean
28415,45.0,-27.2,Unspecified,Ocean
28416,45.8,-25.7,Unspecified,Ocean
28417,46.4,-23.9,Unspecified,Ocean
28418,46.8,-22.1,Unspecified,Ocean
28419,47.0,-21.0,Unspecified,Ocean
28420,46.7,-20.0,Unspecified,Ocean
28421,45.9,-18.6,Unspecified,Ocean
28422,45.0,-17.2,Unspecified,Ocean
28423,44.3,-16.3,Unspecified,Ocean
28424,43.5,-15.5,Unspecified,Ocean
28425,42.5,-14.8,Unspecified,Ocean
28426,41.2,-14.3,Unspecified,Ocean
28428,18.0,-85.0,Unspecified,Ocean
28429,18.0,-85.2,Unspecified,Ocean
28430,18.0,-85.5,Unspecified,Ocean
28431,18.0,-85.8,Unspecified,Ocean
28432,17.9,-86.0,Unspecified,Ocean
28433,18.1,-86.2,Unspecified,Ocean
28434,18.3,-86.5,Unspecified,Ocean
28435,18.5,-86.8,Unspecified,Ocean
28436,19.0,-87.0,Unspecified,Ocean
28438,28.0,-63.0,Unspecified,Ocean
28439,28.5,-63.0,Unspecified,Ocean
28440,29.2,-63.2,Unspecified,Ocean
28441,29.9,-63.3,Unspecified,Ocean
28442,31.1,-63.8,Unspecified,Ocean
28443,32.3,-64.5,Unspecified,Ocean
28444,33.1,-65.2,Unspecified,Ocean
28445,34.0,-65.9,Unspecified,Ocean
28446,34.1,-65.8,Unspecified,Ocean
28447,34.2,-65.7,Unspecified,Ocean
28448,34.5,-65.3,Unspecified,Ocean
28449,34.8,-65.0,Unspecified,Ocean
28450,35.1,-64.8,Unspecified,Ocean
28452,27.0,-76.0,Unspecified,Ocean
28453,27.2,-75.7,Unspecified,Ocean
28454,28.0,-75.2,Unspecified,Ocean
28455,28.3,-75.0,Unspecified,Ocean
28456,29.0,-75.0,Unspecified,Ocean
28457,29.7,-75.2,Unspecified,Ocean
28458,30.1,-75.6,Unspecified,Ocean
28459,30.5,-75.8,Unspecified,Ocean
28460,31.1,-75.9,Unspecified,Ocean
28461,31.6,-76.8,Unspecified,Ocean
28462,32.0,-77.1,Unspecified,Ocean
28463,32.2,-78.0,Unspecified,Ocean
28464,32.8,-78.5,Unspecified,Ocean
28465,33.1,-78.9,Unspecified,Ocean
28466,33.5,-78.0,Unspecified,Ocean
28467,34.1,-78.0,Brunswick County,North Carolina
28469,23.0,-59.0,Unspecified,Ocean
28470,23.8,-59.9,Unspecified,Ocean
28471,25.0,-60.0,Unspecified,Ocean
28472,26.0,-60.0,Unspecified,Ocean
28473,27.0,-60.0,Unspecified,Ocean
28474,28.5,-60.7,Unspecified,Ocean
28475,30.0,-61.0,Unspecified,Ocean
28476,31.5,-61.2,Unspecified,Ocean
28477,33.0,-62.1,Unspecified,Ocean
28479,11.0,-15.1,Cacine,Tombali
28480,11.1,-16.1,Bubaque,Bolama
28481,11.2,-17.1,Unspecified,Ocean
28482,11.4,-18.1,Unspecified,Ocean
28483,11.6,-19.5,Unspecified,Ocean
28484,11.8,-20.7,Unspecified,Ocean
28485,12.0,-22.0,Unspecified,Ocean
28486,12.0,-23.3,Unspecified,Ocean
28487,12.0,-24.5,Unspecified,Ocean
28488,12.0,-25.5,Unspecified,Ocean
28489,12.0,-26.9,Unspecified,Ocean
28490,12.0,-28.1,Unspecified,Ocean
28491,12.0,-29.3,Unspecified,Ocean
28492,12.0,-30.1,Unspecified,Ocean
