0,0,0,0,0
2567,42.0,-63.5,Shelburne County,Nova Scotia
2568,43.0,-61.4,Halifax Regional Municipality,Nova Scotia
2569,43.7,-58.9,Guysborough County,Nova Scotia
2570,44.4,-56.6,Division No. 3,Newfoundland and Labrador
2571,45.0,-55.0,Division No. 2,Newfoundland and Labrador
2572,45.7,-54.3,Division No. 2,Newfoundland and Labrador
2573,46.0,-54.1,Division No. 1,Newfoundland and Labrador
2574,46.5,-54.1,Division No. 1,Newfoundland and Labrador
2575,47.0,-54.0,Division No. 1,Newfoundland and Labrador
2576,47.4,-54.0,Division No. 2,Newfoundland and Labrador
2577,47.8,-53.9,Division No. 1,Newfoundland and Labrador
2578,48.2,-53.7,Division No. 7,Newfoundland and Labrador
2579,48.5,-53.5,Division No. 7,Newfoundland and Labrador
2580,49.4,-52.6,Division No. 8,Newfoundland and Labrador
2581,50.4,-51.3,Unspecified,Ocean
2582,51.0,-49.8,Unspecified,Ocean
2583,52.0,-48.0,Unspecified,Ocean
2584,53.0,-46.0,Unspecified,Ocean
2586,22.7,-89.9,Unspecified,Ocean
2587,23.5,-89.9,Unspecified,Ocean
2588,24.5,-89.6,Unspecified,Ocean
2589,25.7,-88.9,Unspecified,Ocean
2590,26.8,-87.8,Unspecified,Ocean
2591,27.9,-86.6,Unspecified,Ocean
2592,29.1,-85.1,Unspecified,Ocean
2593,29.9,-84.4,Franklin County,Florida
2594,30.7,-83.4,Lowndes County,Georgia
2595,32.5,-80.6,Beaufort County,South Carolina
2596,33.5,-77.8,Unspecified,Ocean
2597,34.2,-74.5,Unspecified,Ocean
2598,34.5,-70.3,Unspecified,Ocean
2600,22.2,-86.1,Unspecified,Ocean
2601,23.2,-86.0,Unspecified,Ocean
2602,24.2,-85.5,Unspecified,Ocean
2603,25.0,-85.0,Unspecified,Ocean
2604,26.0,-84.1,Unspecified,Ocean
2605,27.0,-83.4,Unspecified,Ocean
2606,27.8,-82.8,Pinellas County,Florida
2607,28.1,-82.6,Hillsborough County,Florida
2608,29.3,-81.3,Flagler County,Florida
2609,31.1,-79.0,Unspecified,Ocean
2610,32.9,-76.8,Unspecified,Ocean
2611,34.9,-73.6,Unspecified,Ocean
2612,36.7,-70.0,Unspecified,Ocean
2614,14.7,-62.3,Unspecified,Ocean
2615,14.8,-63.1,Unspecified,Ocean
2616,15.0,-64.0,Unspecified,Ocean
2617,15.3,-65.1,Unspecified,Ocean
2618,15.7,-66.5,Unspecified,Ocean
2619,16.0,-67.6,Unspecified,Ocean
2620,16.2,-69.0,Unspecified,Ocean
2621,16.6,-70.1,Unspecified,Ocean
2622,16.9,-71.1,Unspecified,Ocean
2623,17.4,-72.3,Unspecified,Ocean
2624,18.0,-73.0,Unspecified,Ocean
2625,19.0,-73.9,Unspecified,Ocean
2626,19.7,-74.5,Unspecified,Ocean
2627,20.2,-75.5,El Salvador,Santiago de Cuba
2628,20.2,-76.5,Guisa,Santiago de Cuba
2629,20.2,-77.1,Manzanillo,Granma
2630,20.1,-77.8,Unspecified,Ocean
2631,20.0,-78.4,Unspecified,Ocean
2632,20.0,-79.0,Unspecified,Ocean
2633,20.1,-79.6,Unspecified,Ocean
2634,20.1,-80.1,Unspecified,Ocean
2635,20.1,-80.6,Unspecified,Ocean
2636,20.0,-81.0,Unspecified,Ocean
2637,20.0,-81.4,Unspecified,Ocean
2638,20.0,-81.8,Unspecified,Ocean
2639,20.0,-82.1,Unspecified,Ocean
2640,20.0,-82.5,Unspecified,Ocean
2641,20.0,-82.8,Unspecified,Ocean
2642,20.0,-83.1,Unspecified,Ocean
2643,20.0,-83.6,Unspecified,Ocean
2644,20.0,-84.0,Unspecified,Ocean
2645,20.0,-84.6,Unspecified,Ocean
2646,20.0,-85.1,Unspecified,Ocean
2647,20.1,-85.6,Unspecified,Ocean
2648,20.2,-86.0,Unspecified,Ocean
2649,20.4,-86.1,Unspecified,Ocean
2650,20.8,-86.4,Unspecified,Ocean
2651,21.2,-86.5,Unspecified,Ocean
2652,21.5,-86.5,Unspecified,Ocean
2653,21.9,-86.4,Unspecified,Ocean
2654,22.4,-86.1,Unspecified,Ocean
2655,23.0,-85.9,Unspecified,Ocean
2656,23.7,-85.5,Unspecified,Ocean
2657,24.7,-84.1,Unspecified,Ocean
2658,26.2,-82.5,Unspecified,Ocean
2659,26.5,-82.2,Lee County,Florida
2660,28.1,-80.3,Unspecified,Ocean
2661,29.7,-78.6,Unspecified,Ocean
2662,31.1,-77.1,Unspecified,Ocean
2663,32.4,-75.6,Unspecified,Ocean
2664,33.7,-74.1,Unspecified,Ocean
2665,35.0,-72.6,Unspecified,Ocean
2666,36.3,-70.9,Unspecified,Ocean
2667,37.5,-68.5,Unspecified,Ocean
2668,38.8,-66.1,Unspecified,Ocean
2669,39.5,-64.5,Unspecified,Ocean
2670,40.0,-63.0,Unspecified,Ocean
2671,40.5,-61.5,Unspecified,Ocean
2672,41.0,-60.0,Unspecified,Ocean
2674,25.8,-85.1,Unspecified,Ocean
2675,26.2,-85.9,Unspecified,Ocean
2676,26.7,-86.6,Unspecified,Ocean
2677,27.1,-87.4,Unspecified,Ocean
2678,27.4,-88.3,Unspecified,Ocean
2679,27.7,-89.1,Unspecified,Ocean
2680,27.8,-90.1,Unspecified,Ocean
2681,27.9,-91.3,Unspecified,Ocean
2682,27.9,-92.5,Unspecified,Ocean
2683,27.9,-93.8,Unspecified,Ocean
2684,28.0,-94.9,Unspecified,Ocean
2685,28.3,-95.8,Unspecified,Ocean
2686,28.5,-96.2,Matagorda County,Texas
2687,28.8,-96.8,Victoria County,Texas
2688,29.4,-97.8,Gonzales County,Texas
2690,24.7,-53.6,Unspecified,Ocean
2691,26.0,-54.6,Unspecified,Ocean
2692,27.0,-55.4,Unspecified,Ocean
2693,28.1,-56.3,Unspecified,Ocean
2694,29.5,-57.4,Unspecified,Ocean
2695,30.6,-58.2,Unspecified,Ocean
2696,31.6,-59.0,Unspecified,Ocean
2697,32.5,-59.7,Unspecified,Ocean
2698,33.5,-60.3,Unspecified,Ocean
2699,34.4,-60.8,Unspecified,Ocean
2700,35.4,-61.3,Unspecified,Ocean
2701,36.8,-61.6,Unspecified,Ocean
2702,38.0,-62.0,Unspecified,Ocean
2703,39.8,-62.0,Unspecified,Ocean
2704,41.2,-61.8,Unspecified,Ocean
2705,43.0,-61.1,Halifax Regional Municipality,Nova Scotia
2706,44.5,-59.9,Guysborough County,Nova Scotia
2707,46.0,-58.4,Cape Breton Regional Municipality,Nova Scotia
2708,47.0,-57.0,Unspecified,Ocean
2709,47.7,-55.7,Division No. 3,Newfoundland and Labrador
2711,13.6,-34.5,Unspecified,Ocean
2712,13.8,-35.5,Unspecified,Ocean
2713,14.0,-36.5,Unspecified,Ocean
2714,14.3,-37.5,Unspecified,Ocean
2715,14.6,-38.5,Unspecified,Ocean
2716,14.9,-39.5,Unspecified,Ocean
2717,15.3,-40.5,Unspecified,Ocean
2718,15.6,-41.4,Unspecified,Ocean
2719,15.9,-42.4,Unspecified,Ocean
2720,16.2,-43.5,Unspecified,Ocean
2721,16.7,-44.7,Unspecified,Ocean
2722,17.0,-45.8,Unspecified,Ocean
2723,17.5,-46.9,Unspecified,Ocean
2724,17.7,-48.0,Unspecified,Ocean
2725,18.2,-49.3,Unspecified,Ocean
2726,18.7,-50.5,Unspecified,Ocean
2727,19.4,-51.8,Unspecified,Ocean
2728,19.9,-52.8,Unspecified,Ocean
2729,20.5,-54.0,Unspecified,Ocean
2730,21.1,-55.0,Unspecified,Ocean
2731,21.7,-56.0,Unspecified,Ocean
2732,22.4,-57.1,Unspecified,Ocean
2733,23.0,-58.0,Unspecified,Ocean
2734,23.6,-58.9,Unspecified,Ocean
2735,24.5,-59.8,Unspecified,Ocean
2736,25.4,-60.7,Unspecified,Ocean
2737,26.5,-61.5,Unspecified,Ocean
2738,27.3,-62.2,Unspecified,Ocean
2739,28.1,-62.9,Unspecified,Ocean
2740,29.1,-63.8,Unspecified,Ocean
2741,30.0,-64.3,Unspecified,Ocean
2742,31.1,-65.0,Unspecified,Ocean
2743,32.3,-65.6,Unspecified,Ocean
2744,33.5,-66.1,Unspecified,Ocean
2745,35.0,-66.6,Unspecified,Ocean
2746,37.0,-67.0,Unspecified,Ocean
2747,39.3,-66.5,Unspecified,Ocean
2748,41.3,-65.1,Shelburne County,Nova Scotia
2749,42.9,-63.5,Region of Queens,Nova Scotia
2750,44.5,-61.0,Guysborough County,Nova Scotia
2751,46.0,-58.0,Unspecified,Ocean
2752,47.5,-55.0,Division No. 2,Newfoundland and Labrador
2754,20.4,-94.6,Unspecified,Ocean
2755,20.7,-95.0,Unspecified,Ocean
2756,21.2,-95.3,Unspecified,Ocean
2757,21.5,-95.6,Unspecified,Ocean
2758,22.0,-95.9,Unspecified,Ocean
2759,22.4,-96.2,Unspecified,Ocean
2760,22.9,-96.5,Unspecified,Ocean
2761,23.4,-96.8,Unspecified,Ocean
2762,23.9,-97.1,Unspecified,Ocean
2763,24.4,-97.4,Unspecified,Ocean
2764,25.0,-97.6,San Fernando,Tamaulipas
2765,25.5,-97.8,Matamoros,Tamaulipas
2766,26.1,-98.0,Hidalgo County,Texas
2767,26.7,-98.1,Hidalgo County,Texas
2768,27.3,-98.2,Jim Wells County,Texas
2769,27.8,-98.3,Duval County,Texas
2770,28.3,-98.4,McMullen County,Texas
2771,28.8,-98.5,Atascosa County,Texas
2772,29.2,-98.5,Bexar County,Texas
2773,29.7,-98.5,Bexar County,Texas
2774,30.3,-98.5,Blanco County,Texas
2775,31.0,-98.4,Burnet County,Texas
2776,31.7,-98.4,Hamilton County,Texas
2777,32.5,-98.3,Erath County,Texas
2779,25.8,-70.6,Unspecified,Ocean
2780,26.7,-71.3,Unspecified,Ocean
2781,27.7,-72.1,Unspecified,Ocean
2782,28.8,-72.8,Unspecified,Ocean
2783,29.9,-73.1,Unspecified,Ocean
2784,31.0,-73.4,Unspecified,Ocean
2785,32.2,-73.6,Unspecified,Ocean
2786,33.8,-73.0,Unspecified,Ocean
2787,35.5,-71.8,Unspecified,Ocean
2788,36.5,-69.6,Unspecified,Ocean
2789,37.5,-67.3,Unspecified,Ocean
2790,38.5,-65.1,Unspecified,Ocean
2791,39.9,-63.3,Unspecified,Ocean
2792,42.0,-60.8,Unspecified,Ocean
2793,44.0,-58.5,Guysborough County,Nova Scotia
2794,45.5,-56.8,Division No. 3,Newfoundland and Labrador
2796,17.5,-86.4,Unspecified,Ocean
2797,18.1,-87.1,Unspecified,Ocean
2798,18.5,-87.5,Unspecified,Ocean
2799,19.0,-88.0,Unspecified,Quintana Roo
2800,19.6,-88.4,Felipe Carrillo Puerto,Quintana Roo
2801,20.4,-88.6,Chankom,Yucatán
2802,21.2,-88.8,Buctzotz,Yucatán
2803,22.2,-88.5,Unspecified,Ocean
2804,23.2,-88.0,Unspecified,Ocean
2805,24.2,-87.5,Unspecified,Ocean
2806,25.2,-86.5,Unspecified,Ocean
2807,26.8,-85.1,Unspecified,Ocean
2808,28.2,-83.6,Unspecified,Ocean
2809,29.1,-82.9,Levy County,Florida
2810,29.8,-82.3,Alachua County,Florida
2811,31.4,-81.0,Unspecified,Ocean
2812,32.8,-80.0,Charleston County,South Carolina
2813,34.0,-79.0,Horry County,South Carolina
2814,35.2,-78.0,Wayne County,North Carolina
2815,36.8,-77.0,Southampton County,Virginia
2816,38.9,-75.5,Kent County,Delaware
2817,40.9,-73.6,Nassau County,New York
2818,42.7,-71.6,Middlesex County,Massachusetts
2819,44.3,-70.0,Kennebec County,Maine
2820,46.0,-68.0,Aroostook County,Maine
2821,48.0,-65.5,Bonaventure,Québec
2822,50.0,-63.0,Minganie--Basse-Côte-Nord,Québec
2824,13.5,-78.4,Unspecified,Ocean
2825,14.1,-78.3,Unspecified,Ocean
2826,14.7,-78.1,Unspecified,Ocean
2827,15.1,-78.1,Unspecified,Ocean
2828,15.7,-77.9,Unspecified,Ocean
2829,16.0,-77.8,Unspecified,Ocean
2830,16.4,-77.6,Unspecified,Ocean
2831,17.1,-77.4,Unspecified,Ocean
2832,17.7,-77.2,Unspecified,Clarendon Parish
2833,18.4,-77.0,Unspecified,Saint Mary Parish
2834,19.1,-76.6,Unspecified,Ocean
2835,19.9,-76.1,Guamá,Santiago de Cuba
2836,20.5,-75.8,Mayarí,Holguín
2837,21.0,-75.4,Unspecified,Ocean
2838,21.5,-75.0,Unspecified,Ocean
2839,22.2,-74.4,Unspecified,Acklins
2840,23.1,-73.9,Unspecified,Ocean
2841,23.7,-73.4,Unspecified,Ocean
2842,24.5,-73.0,Unspecified,Ocean
2843,25.5,-72.5,Unspecified,Ocean
2845,29.5,-74.5,Unspecified,Ocean
2846,30.4,-74.0,Unspecified,Ocean
2847,31.3,-73.5,Unspecified,Ocean
2848,32.3,-73.0,Unspecified,Ocean
2849,33.4,-72.5,Unspecified,Ocean
2850,34.5,-71.9,Unspecified,Ocean
2851,35.7,-71.3,Unspecified,Ocean
2852,36.7,-70.6,Unspecified,Ocean
2853,37.5,-70.0,Unspecified,Ocean
2854,38.5,-69.1,Unspecified,Ocean
2855,39.5,-68.0,Unspecified,Ocean
2856,40.3,-67.0,Unspecified,Ocean
2857,41.0,-66.1,Shelburne County,Nova Scotia
2858,41.7,-65.3,Shelburne County,Nova Scotia
2859,42.5,-64.0,Shelburne County,Nova Scotia
2860,43.5,-62.0,Halifax Regional Municipality,Nova Scotia
2862,10.5,-36.0,Unspecified,Ocean
2863,10.5,-37.5,Unspecified,Ocean
2864,10.6,-39.0,Unspecified,Ocean
2865,10.8,-40.5,Unspecified,Ocean
2866,11.1,-42.0,Unspecified,Ocean
2867,11.5,-43.5,Unspecified,Ocean
2868,12.0,-45.0,Unspecified,Ocean
2869,12.6,-46.3,Unspecified,Ocean
2870,13.4,-47.5,Unspecified,Ocean
2871,14.2,-48.5,Unspecified,Ocean
2872,15.0,-49.5,Unspecified,Ocean
2873,15.9,-50.5,Unspecified,Ocean
2874,16.9,-51.5,Unspecified,Ocean
2875,17.7,-52.4,Unspecified,Ocean
2876,18.7,-53.3,Unspecified,Ocean
2877,19.4,-54.1,Unspecified,Ocean
2878,20.2,-54.9,Unspecified,Ocean
2879,21.0,-55.8,Unspecified,Ocean
2880,21.7,-56.5,Unspecified,Ocean
2881,22.4,-57.2,Unspecified,Ocean
2882,23.1,-58.0,Unspecified,Ocean
2883,23.6,-58.5,Unspecified,Ocean
2884,24.2,-59.0,Unspecified,Ocean
2885,25.2,-59.7,Unspecified,Ocean
2886,26.2,-60.2,Unspecified,Ocean
2887,27.0,-60.5,Unspecified,Ocean
2888,28.2,-60.6,Unspecified,Ocean
2889,29.8,-60.1,Unspecified,Ocean
2890,31.7,-59.2,Unspecified,Ocean
2891,33.5,-57.9,Unspecified,Ocean
2892,35.0,-56.7,Unspecified,Ocean
2893,36.5,-55.0,Unspecified,Ocean
2894,38.0,-53.1,Unspecified,Ocean
2895,39.5,-51.0,Unspecified,Ocean
2896,41.0,-49.0,Unspecified,Ocean
2897,42.0,-47.7,Unspecified,Ocean
2898,43.4,-46.4,Unspecified,Ocean
2899,44.5,-45.2,Unspecified,Ocean
2900,46.0,-44.0,Unspecified,Ocean
2901,47.5,-43.0,Unspecified,Ocean
2903,13.9,-55.3,Unspecified,Ocean
2904,13.9,-56.4,Unspecified,Ocean
2905,14.0,-57.5,Unspecified,Ocean
2906,14.0,-58.7,Unspecified,Ocean
2907,14.1,-59.7,Unspecified,Ocean
2908,14.2,-60.7,Unspecified,Ocean
2909,14.3,-61.8,Unspecified,Ocean
2910,14.4,-62.7,Unspecified,Ocean
2911,14.5,-63.5,Unspecified,Ocean
2912,14.6,-64.3,Unspecified,Ocean
2913,14.8,-65.1,Unspecified,Ocean
2914,15.1,-66.3,Unspecified,Ocean
2915,15.5,-67.4,Unspecified,Ocean
2916,15.8,-68.4,Unspecified,Ocean
2917,16.1,-69.3,Unspecified,Ocean
2918,16.4,-70.1,Unspecified,Ocean
2919,16.7,-71.3,Unspecified,Ocean
2920,17.1,-72.1,Unspecified,Ocean
2921,17.5,-73.0,Unspecified,Ocean
2922,18.2,-74.5,Unspecified,Province du Sud
2923,19.4,-76.0,Unspecified,Ocean
2924,20.2,-77.5,Media Luna,Granma
2925,21.0,-78.5,Unspecified,Ocean
2926,22.0,-79.9,Trinidad,Villa Clara
2927,22.7,-80.9,Colón,Matanzas
2928,23.4,-82.4,Unspecified,Ocean
2929,24.0,-83.9,Unspecified,Ocean
2930,24.7,-85.4,Unspecified,Ocean
2931,25.8,-87.1,Unspecified,Ocean
2932,26.3,-89.1,Unspecified,Ocean
2933,26.6,-90.5,Unspecified,Ocean
2934,26.8,-92.0,Unspecified,Ocean
2935,27.0,-93.4,Unspecified,Ocean
2936,27.1,-94.9,Unspecified,Ocean
2937,27.1,-96.1,Unspecified,Ocean
2938,27.4,-96.9,Unspecified,Ocean
2939,27.7,-97.2,Nueces County,Texas
2940,28.0,-97.3,San Patricio County,Texas
2941,28.8,-97.3,Goliad County,Texas
2942,29.5,-97.0,Lavaca County,Texas
2943,30.0,-96.2,Austin County,Texas
2944,30.3,-95.0,Liberty County,Texas
2945,30.6,-93.5,Beauregard Parish,Louisiana
2946,31.0,-91.8,Avoyelles Parish,Louisiana
2947,31.5,-90.0,Lawrence County,Mississippi
2949,23.4,-93.4,Unspecified,Ocean
2950,23.9,-94.0,Unspecified,Ocean
2951,24.5,-94.6,Unspecified,Ocean
2952,25.2,-95.1,Unspecified,Ocean
2953,26.3,-95.1,Unspecified,Ocean
2954,27.1,-94.3,Unspecified,Ocean
2955,27.7,-93.3,Unspecified,Ocean
2956,28.0,-92.1,Unspecified,Ocean
2957,28.2,-91.1,Unspecified,Ocean
2958,28.5,-90.1,Unspecified,Ocean
2959,28.8,-89.0,Unspecified,Ocean
2960,29.0,-88.1,Unspecified,Ocean
2961,29.3,-87.3,Unspecified,Ocean
2962,29.7,-86.6,Unspecified,Ocean
2963,30.0,-85.9,Unspecified,Ocean
2964,30.1,-85.7,Bay County,Florida
2965,30.5,-85.0,Liberty County,Florida
2966,31.0,-84.0,Thomas County,Georgia
2968,23.7,-68.5,Unspecified,Ocean
2969,24.5,-68.8,Unspecified,Ocean
2970,25.0,-69.0,Unspecified,Ocean
2971,25.8,-69.1,Unspecified,Ocean
2972,26.5,-69.4,Unspecified,Ocean
2973,27.1,-69.5,Unspecified,Ocean
2974,28.0,-69.5,Unspecified,Ocean
2975,29.2,-69.3,Unspecified,Ocean
2976,30.5,-69.0,Unspecified,Ocean
2977,31.7,-68.3,Unspecified,Ocean
2978,33.0,-67.5,Unspecified,Ocean
2979,34.8,-66.3,Unspecified,Ocean
2980,36.7,-65.1,Unspecified,Ocean
2981,38.5,-63.5,Unspecified,Ocean
2982,40.0,-61.5,Unspecified,Ocean
2983,42.0,-58.5,Unspecified,Ocean
2985,27.3,-74.8,Unspecified,Ocean
2986,28.0,-74.9,Unspecified,Ocean
2987,28.7,-75.0,Unspecified,Ocean
2988,29.1,-75.0,Unspecified,Ocean
2989,29.5,-75.1,Unspecified,Ocean
2990,29.9,-75.1,Unspecified,Ocean
2991,30.3,-75.0,Unspecified,Ocean
2992,31.1,-74.9,Unspecified,Ocean
2993,31.9,-74.8,Unspecified,Ocean
2994,32.5,-74.6,Unspecified,Ocean
2995,33.3,-74.5,Unspecified,Ocean
2996,34.5,-74.1,Unspecified,Ocean
2997,35.4,-73.6,Unspecified,Ocean
2998,36.4,-73.1,Unspecified,Ocean
2999,37.5,-72.3,Unspecified,Ocean
3000,39.7,-71.0,Unspecified,Ocean
3001,42.2,-68.5,Unspecified,Ocean
3002,44.4,-65.5,Digby County,Nova Scotia
3003,46.2,-62.2,Kings County,Prince Edward Island
3004,48.0,-59.0,Division No. 4,Newfoundland and Labrador
3006,39.0,-60.8,Unspecified,Ocean
3007,39.5,-60.4,Unspecified,Ocean
3008,40.0,-60.0,Unspecified,Ocean
3009,40.7,-59.3,Unspecified,Ocean
3010,41.5,-58.3,Unspecified,Ocean
3011,42.4,-57.2,Unspecified,Ocean
3012,43.0,-56.0,Unspecified,Ocean
3013,43.5,-54.6,Unspecified,Ocean
3014,43.9,-53.2,Unspecified,Ocean
3015,44.2,-51.9,Unspecified,Ocean
3016,44.5,-50.5,Unspecified,Ocean
3017,45.0,-48.5,Unspecified,Ocean
3019,17.7,-58.5,Unspecified,Ocean
3020,17.7,-59.7,Unspecified,Ocean
3021,17.9,-61.0,Unspecified,Ocean
3022,18.0,-62.1,Unspecified,Ocean
3023,18.0,-63.4,Unspecified,Ocean
3024,18.0,-64.6,Unspecified,Ocean
3025,18.1,-66.0,Espino,San Lorenzo
3026,18.3,-67.6,Unspecified,Ocean
3027,18.6,-69.2,Unspecified,San Pedro de Macorís
3028,18.9,-70.7,Unspecified,La Vega
3029,19.3,-72.0,Unspecified,Sant
3030,19.7,-73.4,Unspecified,Nord-Ouest
3031,20.1,-74.8,San Antonio del Sur,Guantánamo
3032,20.4,-76.1,Palma Soriano,Santiago de Cuba
3033,20.7,-77.6,Amancio,Las Tunas
3034,21.0,-78.6,Unspecified,Ocean
3035,21.7,-79.6,Sancti Spíritus,Sancti Spíritus
3036,22.9,-80.0,Unspecified,Ocean
3037,24.5,-80.0,Unspecified,Ocean
3038,26.6,-79.4,Unspecified,Ocean
3039,28.8,-78.6,Unspecified,Ocean
3040,31.4,-78.3,Unspecified,Ocean
3041,33.5,-77.8,Unspecified,Ocean
3042,34.4,-77.6,Pender County,North Carolina
3043,36.0,-77.3,Martin County,North Carolina
3044,38.2,-77.3,Caroline County,Virginia
3045,40.8,-78.1,Centre County,Pennsylvania
3046,42.5,-77.5,Steuben County,New York
3047,43.0,-76.1,Onondaga County,New York
3048,43.0,-74.5,Fulton County,New York
3049,42.7,-73.0,Berkshire County,Massachusetts
3050,42.3,-71.5,Worcester County,Massachusetts
3051,42.0,-70.0,Barnstable County,Massachusetts
3053,19.0,-57.8,Unspecified,Ocean
3054,20.6,-58.3,Unspecified,Ocean
3055,21.5,-58.9,Unspecified,Ocean
3056,22.7,-59.5,Unspecified,Ocean
3057,24.4,-60.2,Unspecified,Ocean
3058,26.2,-60.7,Unspecified,Ocean
3059,28.0,-61.0,Unspecified,Ocean
3060,29.9,-61.1,Unspecified,Ocean
3061,31.8,-60.9,Unspecified,Ocean
3062,33.5,-60.3,Unspecified,Ocean
3063,35.5,-59.5,Unspecified,Ocean
3064,37.2,-58.3,Unspecified,Ocean
3066,14.1,-58.8,Unspecified,Ocean
3067,14.0,-59.6,Unspecified,Ocean
3068,14.0,-60.5,Unspecified,Ocean
3069,14.0,-61.7,Unspecified,Ocean
3070,13.9,-63.3,Unspecified,Ocean
3071,13.8,-64.8,Unspecified,Ocean
3072,13.7,-66.3,Unspecified,Ocean
3073,13.7,-67.6,Unspecified,Ocean
3074,13.6,-69.3,Unspecified,Ocean
3075,13.5,-70.8,Unspecified,Ocean
3076,13.3,-72.5,Unspecified,Ocean
3077,13.2,-74.1,Unspecified,Ocean
3078,13.1,-75.4,Unspecified,Ocean
3079,12.9,-76.8,Unspecified,Ocean
3080,12.7,-78.3,Unspecified,Ocean
3081,12.6,-79.4,Unspecified,Ocean
3082,12.5,-80.3,Unspecified,Ocean
3083,12.2,-81.4,Unspecified,Ocean
3084,12.0,-82.5,Unspecified,Ocean
3085,11.8,-83.5,Unspecified,Ocean
3086,11.7,-84.5,Unspecified,Región Autónoma del Atlántico Sur
3087,11.6,-85.5,Unspecified,Rivas
3088,11.5,-86.5,Unspecified,Ocean
3089,11.3,-87.5,Unspecified,Ocean
3090,11.3,-88.5,Unspecified,Ocean
3091,11.3,-89.5,Unspecified,Ocean
3093,12.0,-79.0,Unspecified,Ocean
3094,12.2,-79.0,Unspecified,Ocean
3095,12.4,-79.0,Unspecified,Ocean
3096,12.6,-79.0,Unspecified,Ocean
3097,12.8,-79.0,Unspecified,Ocean
3098,13.0,-79.1,Unspecified,Ocean
3099,13.2,-79.2,Unspecified,Ocean
3100,13.5,-79.2,Unspecified,Ocean
3101,13.8,-79.4,Unspecified,Ocean
3102,14.1,-79.5,Unspecified,Ocean
3103,14.4,-79.6,Unspecified,Ocean
3104,14.7,-79.7,Unspecified,Ocean
3105,15.0,-79.8,Unspecified,Ocean
3106,15.4,-79.9,Unspecified,Ocean
3107,15.8,-80.0,Unspecified,Ocean
3108,16.2,-80.1,Unspecified,Ocean
3109,16.6,-80.2,Unspecified,Ocean
3110,17.0,-80.3,Unspecified,Ocean
3111,17.4,-80.4,Unspecified,Ocean
3112,17.8,-80.5,Unspecified,Ocean
3113,18.2,-80.6,Unspecified,Ocean
3114,18.6,-80.7,Unspecified,Ocean
3115,19.0,-80.8,Unspecified,Ocean
3116,19.4,-80.9,Unspecified,Ocean
3117,19.7,-81.1,Unspecified,Ocean
3118,20.2,-81.3,Unspecified,Ocean
3119,20.7,-81.5,Unspecified,Ocean
3120,21.2,-81.7,Unspecified,Ocean
3121,21.7,-81.9,Unspecified,Ocean
3122,22.3,-82.2,Unspecified,Ocean
3123,22.7,-82.3,Batabanó,Artemisa
3124,23.6,-82.3,Unspecified,Ocean
3125,24.7,-81.9,Monroe County,Florida
3126,25.8,-81.4,Collier County,Florida
3127,26.0,-81.3,Collier County,Florida
3128,27.5,-80.5,St. Lucie County,Florida
3129,28.8,-79.6,Unspecified,Ocean
3130,30.0,-78.8,Unspecified,Ocean
3131,31.0,-77.9,Unspecified,Ocean
3132,31.9,-76.7,Unspecified,Ocean
3133,32.5,-74.9,Unspecified,Ocean
3134,33.0,-72.6,Unspecified,Ocean
3135,33.3,-69.8,Unspecified,Ocean
3136,33.5,-67.8,Unspecified,Ocean
3137,33.5,-66.6,Unspecified,Ocean
3138,33.8,-65.6,Unspecified,Ocean
3139,33.9,-64.6,Unspecified,Ocean
3140,34.0,-63.5,Unspecified,Ocean
3141,34.2,-62.0,Unspecified,Ocean
3143,23.1,-72.1,Unspecified,Ocean
3144,23.7,-73.5,Unspecified,Ocean
3145,24.7,-74.6,Unspecified,Ocean
3146,25.2,-75.3,Unspecified,Ocean
3147,26.1,-75.9,Unspecified,Ocean
3148,27.1,-76.5,Unspecified,Ocean
3149,28.0,-77.0,Unspecified,Ocean
3150,28.8,-77.1,Unspecified,Ocean
3151,29.8,-77.0,Unspecified,Ocean
3152,30.7,-76.6,Unspecified,Ocean
3153,31.5,-76.3,Unspecified,Ocean
3154,33.3,-75.3,Unspecified,Ocean
3155,35.5,-73.6,Unspecified,Ocean
3156,37.4,-71.5,Unspecified,Ocean
3157,39.5,-69.5,Unspecified,Ocean
3158,42.5,-67.5,Unspecified,Ocean
3159,45.5,-65.6,Kings County,New Brunswick
3160,48.5,-64.0,Le Rocher-Percé Regional County Municipality,Québec
3162,21.5,-92.0,Unspecified,Ocean
3163,21.9,-92.4,Unspecified,Ocean
3164,22.2,-93.0,Unspecified,Ocean
3165,22.9,-93.6,Unspecified,Ocean
3166,23.5,-94.1,Unspecified,Ocean
3167,24.1,-94.6,Unspecified,Ocean
3168,24.7,-95.0,Unspecified,Ocean
3169,25.2,-95.1,Unspecified,Ocean
3170,25.9,-95.3,Unspecified,Ocean
3171,26.4,-95.3,Unspecified,Ocean
3172,27.0,-95.3,Unspecified,Ocean
3173,27.4,-95.1,Unspecified,Ocean
3174,27.8,-95.1,Unspecified,Ocean
3175,28.2,-94.8,Unspecified,Ocean
3176,28.5,-94.5,Unspecified,Ocean
3177,28.7,-93.8,Unspecified,Ocean
3178,28.8,-93.3,Unspecified,Ocean
3179,28.9,-92.5,Unspecified,Ocean
3180,29.0,-91.6,Unspecified,Ocean
3181,29.2,-91.0,Terrebonne Parish,Louisiana
3182,29.3,-90.6,Terrebonne Parish,Louisiana
